2.079000000000000181e+00,6.400000000000000133e-02,-9.499999999999999556e-01,1.848999999999999977e+00
1.258999999999999897e+00,1.270000000000000018e-01,1.000000000000000056e-01,-1.254999999999999893e+00
9.140000000000000346e-01,0.000000000000000000e+00,-1.089999999999999997e-01,9.080000000000000293e-01
7.089999999999999636e-01,1.910000000000000031e-01,-4.600000000000000200e-01,5.400000000000000355e-01
6.440000000000000169e-01,-2.540000000000000036e-01,-6.039999999999999813e-01,-2.240000000000000047e-01
6.119999999999999885e-01,-1.910000000000000031e-01,1.219999999999999973e-01,5.999999999999999778e-01
4.470000000000000084e-01,2.540000000000000036e-01,3.599999999999999867e-01,2.650000000000000133e-01
3.990000000000000213e-01,-6.400000000000000133e-02,3.109999999999999987e-01,2.500000000000000000e-01
3.659999999999999920e-01,-3.180000000000000049e-01,3.639999999999999902e-01,4.100000000000000172e-02
3.629999999999999893e-01,3.180000000000000049e-01,3.370000000000000218e-01,1.330000000000000071e-01
3.609999999999999876e-01,5.080000000000000071e-01,1.640000000000000069e-01,3.220000000000000084e-01
3.559999999999999831e-01,-1.270000000000000018e-01,2.600000000000000089e-01,2.429999999999999938e-01
2.889999999999999791e-01,4.450000000000000067e-01,2.560000000000000053e-01,1.340000000000000080e-01
2.819999999999999729e-01,-3.810000000000000053e-01,1.690000000000000113e-01,-2.250000000000000056e-01
2.720000000000000195e-01,3.810000000000000053e-01,-1.199999999999999956e-01,2.439999999999999947e-01
2.500000000000000000e-01,6.989999999999999547e-01,2.280000000000000082e-01,1.029999999999999943e-01
2.459999999999999964e-01,-4.450000000000000067e-01,-2.429999999999999938e-01,4.200000000000000261e-02
1.859999999999999987e-01,8.259999999999999565e-01,-5.199999999999999761e-02,1.789999999999999925e-01
1.809999999999999942e-01,7.620000000000000107e-01,2.999999999999999889e-02,1.789999999999999925e-01
1.739999999999999880e-01,-6.989999999999999547e-01,1.449999999999999900e-01,9.600000000000000200e-02
1.680000000000000104e-01,-6.350000000000000089e-01,-8.200000000000000344e-02,-1.469999999999999918e-01
1.519999999999999962e-01,-5.080000000000000071e-01,1.429999999999999882e-01,-5.299999999999999850e-02
1.499999999999999944e-01,-5.719999999999999529e-01,6.700000000000000400e-02,-1.340000000000000080e-01
1.479999999999999927e-01,6.350000000000000089e-01,-6.000000000000000125e-03,1.479999999999999927e-01
1.409999999999999865e-01,5.719999999999999529e-01,1.199999999999999956e-01,7.499999999999999722e-02
1.310000000000000053e-01,1.334000000000000075e+00,-1.160000000000000059e-01,-6.199999999999999956e-02
1.239999999999999991e-01,-1.080000000000000071e+00,1.229999999999999982e-01,1.899999999999999953e-02
1.140000000000000041e-01,-1.524999999999999911e+00,3.200000000000000067e-02,-1.089999999999999997e-01
1.079999999999999988e-01,-1.016000000000000014e+00,-4.000000000000000083e-02,-1.010000000000000064e-01
1.059999999999999970e-01,1.207000000000000073e+00,5.000000000000000104e-03,-1.059999999999999970e-01
1.000000000000000056e-01,-1.270999999999999908e+00,-1.000000000000000056e-01,-4.000000000000000083e-03
9.900000000000000466e-02,-1.461000000000000076e+00,-1.499999999999999944e-02,-9.800000000000000377e-02
9.700000000000000289e-02,-1.651999999999999913e+00,-4.000000000000000083e-03,9.700000000000000289e-02
9.299999999999999933e-02,-8.259999999999999565e-01,4.800000000000000100e-02,7.900000000000000078e-02
9.299999999999999933e-02,-8.890000000000000124e-01,-8.599999999999999312e-02,-3.500000000000000333e-02
8.500000000000000611e-02,-1.207000000000000073e+00,1.499999999999999944e-02,8.400000000000000522e-02
7.799999999999999989e-02,1.143999999999999906e+00,3.300000000000000155e-02,-7.099999999999999367e-02
7.099999999999999367e-02,-7.620000000000000107e-01,-2.400000000000000050e-02,-6.700000000000000400e-02
7.000000000000000666e-02,1.651999999999999913e+00,-7.000000000000000666e-02,-5.000000000000000104e-03
6.900000000000000577e-02,1.588000000000000078e+00,7.000000000000000146e-03,6.800000000000000488e-02
6.500000000000000222e-02,1.016000000000000014e+00,-1.000000000000000021e-03,6.500000000000000222e-02
6.199999999999999956e-02,-1.143999999999999906e+00,-4.000000000000000083e-03,6.199999999999999956e-02
6.099999999999999867e-02,-2.160000000000000142e+00,-5.299999999999999850e-02,-2.900000000000000147e-02
5.999999999999999778e-02,-1.588000000000000078e+00,1.200000000000000025e-02,5.899999999999999689e-02
5.700000000000000205e-02,9.529999999999999583e-01,-1.899999999999999953e-02,-5.399999999999999939e-02
5.600000000000000117e-02,-2.224000000000000199e+00,-2.199999999999999872e-02,5.099999999999999672e-02
5.500000000000000028e-02,-1.334000000000000075e+00,3.000000000000000062e-03,5.500000000000000028e-02
5.399999999999999939e-02,-1.842000000000000082e+00,2.199999999999999872e-02,-5.000000000000000278e-02
5.299999999999999850e-02,-1.397999999999999909e+00,-1.000000000000000021e-03,-5.299999999999999850e-02
5.000000000000000278e-02,-1.778999999999999915e+00,3.899999999999999994e-02,3.200000000000000067e-02
4.900000000000000189e-02,1.397999999999999909e+00,4.800000000000000100e-02,1.299999999999999940e-02
4.800000000000000100e-02,-1.715000000000000080e+00,3.699999999999999817e-02,2.999999999999999889e-02
4.499999999999999833e-02,1.524999999999999911e+00,-8.999999999999999320e-03,4.399999999999999745e-02
4.000000000000000083e-02,-2.350999999999999979e+00,3.599999999999999728e-02,-1.700000000000000122e-02
3.699999999999999817e-02,1.778999999999999915e+00,-1.799999999999999864e-02,-3.300000000000000155e-02
3.699999999999999817e-02,-9.529999999999999583e-01,6.000000000000000125e-03,-3.699999999999999817e-02
3.599999999999999728e-02,1.270999999999999908e+00,-1.000000000000000021e-02,3.500000000000000333e-02
3.599999999999999728e-02,-2.286999999999999922e+00,2.599999999999999881e-02,2.599999999999999881e-02
3.500000000000000333e-02,-2.478000000000000203e+00,4.000000000000000083e-03,-3.500000000000000333e-02
2.999999999999999889e-02,1.715000000000000080e+00,8.999999999999999320e-03,2.800000000000000058e-02
2.800000000000000058e-02,3.303999999999999826e+00,-2.699999999999999969e-02,8.000000000000000167e-03
2.800000000000000058e-02,-2.096999999999999975e+00,-8.000000000000000167e-03,-2.699999999999999969e-02
2.800000000000000058e-02,-2.540999999999999925e+00,-2.800000000000000058e-02,2.000000000000000042e-03
2.699999999999999969e-02,2.540999999999999925e+00,1.200000000000000025e-02,-2.400000000000000050e-02
2.699999999999999969e-02,2.414000000000000146e+00,-1.799999999999999864e-02,2.000000000000000042e-02
2.699999999999999969e-02,8.890000000000000124e-01,-1.700000000000000122e-02,2.199999999999999872e-02
2.599999999999999881e-02,2.096999999999999975e+00,-2.299999999999999961e-02,-1.299999999999999940e-02
2.599999999999999881e-02,-2.414000000000000146e+00,2.500000000000000139e-02,6.000000000000000125e-03
2.500000000000000139e-02,2.986000000000000210e+00,7.000000000000000146e-03,-2.400000000000000050e-02
2.500000000000000139e-02,2.286999999999999922e+00,2.500000000000000139e-02,0.000000000000000000e+00
2.500000000000000139e-02,-2.732000000000000206e+00,-2.000000000000000042e-02,1.499999999999999944e-02
2.400000000000000050e-02,2.478000000000000203e+00,-8.000000000000000167e-03,2.199999999999999872e-02
2.400000000000000050e-02,2.224000000000000199e+00,1.899999999999999953e-02,1.499999999999999944e-02
